category,phenotype,phe_code,"all_1_year (case_n, noncase_n, hazards ratio, 95% confidence interval (lower), 95% confidence interval (upper), pvalue)","new_1_year (case_n, noncase_n, hazards ratio, 95% confidence interval (lower), 95% confidence interval (upper), pvalue)"
neurological,Torsion dystonia,333.4,"[333.4, 565.0, 525217.0, 2.07802846745784, 0.7385584521664722, 5.846798312169136, 6.030870031244038]","[333.4, 565.0, 522513.0, 2.0855591668017825, 0.7409981533882489, 5.869862182978987, 6.102763481416929]"
neurological,Other degenerative diseases of the basal ganglia,333.8,"[333.8, 12.0, 525282.0, 8.04435133965809, 0.2135122932803178, 303.08132371047986, 3.844012732649199]","[333.8, 12.0, 522579.0, 8.089946044352164, 0.2148173170948866, 304.6645767930368, 3.86403086901673]"
neurological,Degenerative disease of the spinal cord,334.0,"[334.0, 6371.0, 524582.0, 1.6315691837944064, 1.1705011411919684, 2.274254939039791, 258.7990690709992]","[334.0, 6371.0, 515945.0, 1.6304985501997489, 1.169633779572826, 2.272955491397, 255.03425415148277]"
neurological,Spinocerebellar disease,334.1,"[334.1, 322.0, 525251.0, 1.38459838516928, 0.3139040648515896, 6.107320365920611, 1.4984128832451982]","[334.1, 322.0, 524126.0, 1.386318755106018, 0.3142299481710106, 6.116156979769388, 1.5009982197756446]"
neurological,Anterior horn cell disease,334.2,"[334.2, 3134.0, 524982.0, 0.1462870309599782, 0.0782224897234158, 0.2735772730164018, 566654539.1266867]","[334.2, 3134.0, 524159.0, 0.1465019857093237, 0.0783351179395054, 0.273987355624455, 549834766.2072666]"
neurological,Multiple sclerosis,335.0,"[335.0, 4538.0, 524317.0, 0.0734616820870078, 0.0504982690750708, 0.1068674002871263, 5.155049351881858e+41]","[335.0, 4538.0, 521261.0, 0.0734954302647806, 0.0505256132573477, 0.1069077230649882, 5.1967556156598155e+41]"
neurological,Disorders of the autonomic nervous system,337.0,"[337.0, 264.0, 525231.0, 6.109701668876305, 2.0391804842582277, 18.305615795577072, 815.3743650138985]","[337.0, 264.0, 522933.0, 6.128838303242352, 2.045551100636989, 18.36309977081164, 831.4154352039485]"
neurological,Other headache syndromes,339.0,"[339.0, 86.0, 525273.0, 4.515527919228537, 0.486081912299574, 41.94764683357726, 5.406472944992469]","[339.0, 86.0, 407902.0, 5.350813089122523, 0.5702194236032793, 50.21084784134713, 7.040215285473425]"
neurological,Other demyelinating diseases of central nervous system,341.0,"[341.0, 1559.0, 525048.0, 0.0756063049982027, 0.0355286798333178, 0.1608929288197372, 48510680290.9578]","[341.0, 1559.0, 522919.0, 0.0754058745856905, 0.0354443505145743, 0.1604217834290643, 51722806738.49164]"
neurological,Infantile cerebral palsy,343.0,"[343.0, 6016.0, 524478.0, 0.0236433180326766, 0.0149893201168242, 0.0372936519626968, 4.2039442200224314e+57]","[343.0, 6016.0, 521915.0, 0.0235665365639862, 0.014937180498222, 0.0371811564898615, 4.6170464170884615e+57]"
neurological,Other paralytic syndromes,344.0,"[344.0, 907.0, 525236.0, 1.6485080819001467, 0.4787978412891026, 5.675837820766618, 2.33587323563323]","[344.0, 907.0, 520665.0, 1.6581315180392735, 0.4812542152205379, 5.712989193986165, 2.36400786941922]"
neurological,Nonspecific abnormal findings on radiological and other examination of skull and head,346.1,"[346.1, 778.0, 525172.0, 2.5730560827813567, 1.159318278881636, 5.710785144804995, 49.60755289527865]","[346.1, 778.0, 508452.0, 2.634573938044846, 1.1868195582945398, 5.848386796893808, 57.907243818516044]"
neurological,Nonspecific abnormal findings in cerebrospinal fluid,346.3,"[346.3, 25.0, 525283.0, 3.9946511366642814, 0.0597632075850656, 267.0077184351265, 1.9293264468501727]","[346.3, 25.0, 521931.0, 4.004562146471352, 0.0599581076365813, 267.4620433678784, 1.932405081045296]"
neurological,Other conditions of brain,348.0,"[348.0, 167.0, 525265.0, 3455.828555957599, 251.02791326305777, 47575.39053299187, 885457064.539165]","[348.0, 167.0, 524185.0, 3480.7930828428944, 252.70950884122152, 47944.0624973848, 908821135.3271478]"
neurological,Cerebral edema and compression of brain,348.2,"[348.2, 5475.0, 524824.0, 27.66754145011538, 18.90631736066032, 40.488733754499776, 5.762818291988622e+64]","[348.2, 5475.0, 514591.0, 27.74631767880611, 18.95971546537663, 40.604941890563104, 7.278421478624153e+64]"
neurological,Cerebral cysts,348.4,"[348.4, 364.0, 525199.0, 42.2655102443408, 17.45844275297561, 102.32146025223292, 9570448007352002.0]","[348.4, 364.0, 522653.0, 42.26480350086551, 17.45811583369524, 102.319954340037, 9565947754155436.0]"
neurological,"Other conditions of brain, NOS",348.9,"[348.9, 4758.0, 524963.0, 12.897536303319992, 8.20253042005891, 20.27989342028706, 5.914278795719263e+27]","[348.9, 4758.0, 485587.0, 13.94593570153896, 8.861905108159855, 21.94664919311509, 2.151087927298152e+29]"
neurological,Other and unspecified disorders of the nervous system,349.0,"[349.0, 921.0, 525203.0, 844.7037692949956, 267.5091961661167, 2667.2894542963368, 6.524458054953107e+29]","[349.0, 921.0, 487885.0, 948.9672824363656, 300.6634528155224, 2995.1724917068755, 6.974299941163518e+30]"
neurological,Abnormal involuntary movements,350.1,"[350.1, 4949.0, 524869.0, 5.345538168605419, 3.5677640732712703, 8.009155797630212, 2248495605578050.8]","[350.1, 4949.0, 492681.0, 5.560760139944294, 3.710262249805966, 8.33419614357729, 1.0511175383923544e+16]"
neurological,Abnormality of gait,350.2,"[350.2, 207.0, 525255.0, 11.57096170938269, 2.7530269529804308, 48.63270762207903, 1203.8650112403602]","[350.2, 207.0, 525096.0, 11.567294467372344, 2.7521428904941163, 48.617497934811134, 1201.9474493327161]"
neurological,Lack of coordination,350.3,"[350.3, 2032.0, 525110.0, 2.8774872467875974, 1.5179398581466863, 5.454717333488144, 833.5663984217982]","[350.3, 2032.0, 517779.0, 2.908290055953551, 1.533882910257654, 5.514209065760797, 931.6979824501167]"
neurological,Abnormal reflex,350.5,"[350.5, 154.0, 525256.0, 5.30746449163543, 1.200973912457751, 23.455279950522563, 36.101214366631226]","[350.5, 154.0, 524402.0, 5.310826600870044, 1.2015371846039713, 23.4739960992595, 36.155791591939476]"
neurological,Disturbances of sensation of smell and taste,350.6,"[350.6, 580.0, 525222.0, 10.308415463575352, 3.766735980278965, 28.21101078653502, 179334.07040414843]","[350.6, 580.0, 522266.0, 10.33019368482324, 3.774326848548792, 28.27335995211769, 182484.96303202905]"
neurological,Other peripheral nerve disorders,351.0,"[351.0, 242.0, 525252.0, 0.422527324779997, 0.0798887298482709, 2.234724979666265, 3.2184867364771135]","[351.0, 242.0, 491002.0, 0.4255535940024474, 0.0803466208177783, 2.2539325179476477, 3.1731606708746654]"
neurological,Disorders of other cranial nerves,352.0,"[352.0, 879.0, 525241.0, 0.2629039256352113, 0.0575985793207809, 1.2000031064909893, 11.82042575403747]","[352.0, 879.0, 523768.0, 0.263261916108758, 0.0576856944633104, 1.2014562209584845, 11.780549589167409]"
neurological,Trigeminal nerve disorders [CN5],352.1,"[352.1, 1393.0, 525166.0, 0.2374585425721831, 0.0922403554884365, 0.6113003266512135, 347.0285915125738]","[352.1, 1393.0, 521571.0, 0.2381313627282542, 0.0925052290202115, 0.613009086247714, 340.5858979978105]"
neurological,Facial nerve disorders [CN7],352.2,"[352.2, 913.0, 525165.0, 2.047962714388753, 0.9358048535184652, 4.481865277527962, 13.731537096395702]","[352.2, 913.0, 519087.0, 2.061026058496244, 0.9415953259470392, 4.511310004144482, 14.206762522842956]"
neurological,Nerve root and plexus disorders,353.0,"[353.0, 6104.0, 525232.0, 1.2514134155570025, 0.3711447439593783, 4.2194738363516855, 1.3935142293111364]","[353.0, 6104.0, 524114.0, 1.25229822061093, 0.3714174992304769, 4.222339649032393, 1.3951820692500825]"
neurological,Nerve plexus lesions,353.1,"[353.1, 765.0, 525193.0, 0.6089512636880969, 0.2273244528626772, 1.6312439637601903, 3.0880485899493486]","[353.1, 765.0, 522189.0, 0.6100789496771416, 0.2277275204643624, 1.634393261210649, 3.070538770186939]"
neurological,Nerve root lesions,353.2,"[353.2, 377.0, 525275.0, 0.3404803309283159, 0.0185194575283114, 6.259732801127319, 2.1354566488968616]","[353.2, 377.0, 499040.0, 0.3365184093610081, 0.0182983465807327, 6.188790847261782, 2.157441017709193]"
neurological,Complex regional/central pain syndrome,355.0,"[355.0, 107.0, 525281.0, 314.8004110501437, 6.468338542910959, 15320.672865205595, 269.53294834926885]","[355.0, 107.0, 525084.0, 314.7350487880203, 6.468151901264263, 15314.75334032209, 269.5577190451774]"
neurological,Hereditary and idiopathic peripheral neuropathy,356.0,"[356.0, 934.0, 525162.0, 9.37369611833936, 4.51569363252612, 19.45795841553078, 524748039.55820733]","[356.0, 934.0, 516228.0, 9.478893391987098, 4.566201285497916, 19.67706071609569, 630211603.9128625]"
neurological,Inflammatory and toxic neuropathy,357.0,"[357.0, 13562.0, 524523.0, 10.236498862289608, 7.6202177402225795, 13.751038688114408, 1.235158786658662e+53]","[357.0, 13562.0, 491707.0, 10.890118992093432, 8.10476605806096, 14.6327100390517, 6.374902411878161e+55]"
neurological,Myoneural disorders,358.0,"[358.0, 388.0, 525264.0, 22.065258662041384, 4.01899619222373, 121.14359320987604, 2705.873222310734]","[358.0, 388.0, 524045.0, 22.148482546518643, 4.033063239679906, 121.63342104012608, 2744.988416154105]"
neurological,Myopathy,359.2,"[359.2, 1674.0, 525151.0, 5.403914657956927, 2.661418125463775, 10.972456131970237, 329972.6841848581]","[359.2, 1674.0, 479762.0, 5.713199602237963, 2.808356830489939, 11.622686027871184, 661719.411157084]"
pregnancy complications,Miscarriage; stillbirth,634.0,"[634.0, 2188.0, 524870.0, 0.0976600952925048, 0.0560363937775744, 0.1702017844045845, 4440670680154695.5]","[634.0, 2188.0, 432793.0, 0.0946858162275353, 0.0547928633715305, 0.1636235677972045, 3.3178629511366668e+16]"
pregnancy complications,Missed abortion/Hydatidiform mole,634.1,"[634.1, 5736.0, 524933.0, 0.0283143690847128, 0.0144227290320261, 0.0555861165307296, 2.555321481650466e+24]","[634.1, 5736.0, 514837.0, 0.0283898290978988, 0.0144814893817372, 0.055656043032724, 2.9537853695095573e+24]"
pregnancy complications,Hemorrhage during pregnancy; childbirth and postpartum,635.0,"[635.0, 18.0, 525282.0, 1.3765701769677663, 0.0250514065054613, 75.64227787784934, 1.1418667432352372]","[635.0, 18.0, 445722.0, 1.272144986165729, 0.0237557687548329, 68.12462617095314, 1.1041693387216065]"
pregnancy complications,Placenta previa and abruptio placenta,635.3,"[635.3, 1150.0, 525172.0, 0.2796440508398869, 0.1071438941674973, 0.7298670239471644, 108.30509151554207]","[635.3, 1150.0, 523091.0, 0.2791180091500281, 0.1069613499772184, 0.7283646200096432, 109.68263603018653]"
pregnancy complications,Early or threatened labor; hemorrhage in early pregnancy,636.0,"[636.0, 755.0, 525177.0, 0.8896582771542197, 0.3684045231713209, 2.1484314125560915, 1.2579723247777703]","[636.0, 755.0, 520016.0, 0.8839382559455046, 0.3662970377456002, 2.133096257433126, 1.2759668703170821]"
pregnancy complications,Hemorrhage in early pregnancy,636.3,"[636.3, 1973.0, 524682.0, 0.1601480803712979, 0.1033261870083958, 0.2482178854091238, 3905583579321872.0]","[636.3, 1973.0, 486982.0, 0.1588926168018971, 0.1028648427589161, 0.2454372455837559, 8969340670423224.0]"
pregnancy complications,Short gestation; low birth weight; and fetal growth retardation,637.0,"[637.0, 306.0, 525254.0, 0.3160345176524062, 0.0539855638813757, 1.850083784755009, 4.965470909676226]","[637.0, 306.0, 519583.0, 0.315692048164045, 0.0539086129510296, 1.8487114362326809, 4.973786088677751]"
pregnancy complications,Preeclampsia and eclampsia,642.1,"[642.1, 16.0, 525282.0, 0.1885828165557212, 0.0016122873099863, 22.05777995014428, 2.031213464282724]","[642.1, 16.0, 441865.0, 0.1830465982269017, 0.0016934837688127, 19.785283886087424, 2.0951753737227756]"
pregnancy complications,Excessive vomiting in pregnancy,643.0,"[643.0, 674.0, 525132.0, 0.5265255348767772, 0.2424051175293498, 1.1436604214583468, 9.518123602469291]","[643.0, 674.0, 441848.0, 0.494341218254022, 0.2293868115288519, 1.0653325639610003, 13.867445214399542]"
pregnancy complications,Hyperemesis gravidarum,643.1,"[643.1, 733.0, 525137.0, 0.3941772965621571, 0.1753830956169249, 0.8859219902494215, 41.234071292108645]","[643.1, 733.0, 521204.0, 0.3930583025665135, 0.1749654959694489, 0.8830016933364137, 42.11942593888368]"
pregnancy complications,Late pregnancy and failed induction,645.0,"[645.0, 102.0, 525283.0, 0.8625000960217336, 0.0082711544295502, 89.93985325431215, 1.0523498203127963]","[645.0, 102.0, 516233.0, 0.8485377075923705, 0.0081817851806048, 88.00233999212479, 1.0585268048657406]"
pregnancy complications,Major puerperal infection,647.3,"[647.3, 3.0, 525285.0, 23429034379.358624, 3.12230322755462, 1.758060034351887e+20, 25.26514733683535]","[647.3, 3.0, 445722.0, 25966467817.446465, 3.390942692582711, 1.988407095140068e+20, 25.699481141999847]"
pregnancy complications,Multiple gestation,651.0,"[651.0, 12.0, 525286.0, 5.814487405023475, 0.0014620366683082, 23124.087456915677, 1.476654304418863]","[651.0, 12.0, 521374.0, 5.777434970952287, 0.0014582801908031, 22889.12312880021, 1.4745500402940297]"
pregnancy complications,Malposition and malpresentation of fetus or obstruction,652.0,"[652.0, 308.0, 525231.0, 0.2394344302382706, 0.059528609236291, 0.9630469637878812, 22.667517967982832]","[652.0, 308.0, 444900.0, 0.22913388450323, 0.0579926436219252, 0.905327533778612, 28.11565623150279]"
pregnancy complications,Other and unspecified complications of birth; puerperium affecting management of mother,654.0,"[654.0, 327.0, 525267.0, 46.34854242602113, 7.188565810242174, 298.83393179150863, 18262.92242666054]","[654.0, 327.0, 445712.0, 40.83072726658646, 6.365606875000131, 261.8993478321472, 10920.112527423746]"
pregnancy complications,Other perinatal conditions of fetus or newborn,656.0,"[656.0, 3743.0, 524649.0, 1.105050460159668, 0.7704523499023322, 1.5849604711490508, 1.7028674636638872]","[656.0, 3743.0, 432278.0, 1.0020960395284122, 0.701483171765478, 1.431533232523866, 1.009265821436276]"
pregnancy complications,Isoimmunization of fetus or newborn,656.1,"[656.1, 165.0, 525256.0, 0.0243281814048441, 0.0023911325488416, 0.2475230454094795, 591.0933937202368]","[656.1, 165.0, 524550.0, 0.0243256713629615, 0.0023910631038139, 0.2474791595064741, 591.4718260216556]"
pregnancy complications,Respiratory conditions of fetus and newborn,656.2,"[656.2, 473.0, 525225.0, 6.000868805045193, 2.107796079340308, 17.084397664614198, 1268.1307756056744]","[656.2, 473.0, 520085.0, 6.0031381460454885, 2.1087719415459394, 17.089409665649892, 1272.6355060424398]"
pregnancy complications,Interstitial emphysema and related conditions of newborn,656.22,"[656.22, 15.0, 525285.0, 3.804811791582008, 0.0100119011159681, 1445.9384488199269, 1.5167879791684329]","[656.22, 15.0, 524644.0, 3.8049420562681218, 0.0100074095623976, 1446.6864737860556, 1.5167470922115904]"
pregnancy complications,Transitory tachypnea or apnea of newborn,656.26,"[656.26, 10.0, 525282.0, 70.80123865677616, 1.5762503581197134, 3180.2152300942166, 35.450019132204694]","[656.26, 10.0, 522726.0, 70.85990987573129, 1.5778680025283656, 3182.2223529160483, 35.498855704342375]"
pregnancy complications,Endocrine and metabolic disturbances of fetus and newborn,656.3,"[656.3, 285.0, 525235.0, 8.901501178453286, 2.859149386866244, 27.71339042093643, 6198.286605041404]","[656.3, 285.0, 517589.0, 9.01024124288527, 2.893352799963076, 28.0589519729591, 6720.31173559091]"
pregnancy complications,Hematological disorders of newborn,656.5,"[656.5, 1485.0, 525202.0, 0.0443077402803932, 0.0117882792391976, 0.1665362525708548, 252463.74094841725]","[656.5, 1485.0, 523462.0, 0.0443488953094877, 0.0117983522571543, 0.1667033219811911, 250487.33744383926]"
pregnancy complications,Perinatal disorders of digestive system,656.6,"[656.6, 384.0, 525276.0, 372.4790785481365, 20.354492607511144, 6816.218248784608, 15242.521389345691]","[656.6, 384.0, 523919.0, 373.0551324124975, 20.3978678978354, 6822.778366658344, 15361.517366980315]"
pregnancy complications,Conditions involving the integument and temperature regulation of fetus and newborn,656.7,"[656.7, 86.0, 525248.0, 16.982229184289576, 4.610465073088016, 62.55249817445716, 48348.88433703956]","[656.7, 86.0, 523685.0, 16.977478666009528, 4.609481493028277, 62.53084697069647, 48304.86402576067]"
pregnancy complications,Perinatal jaundice,656.8,"[656.8, 186.0, 525210.0, 8.949430467619448, 3.518293616897159, 22.764531450729223, 237684.07890383792]","[656.8, 186.0, 521421.0, 8.945048336901737, 3.51727408944142, 22.748835522856726, 237635.20478756414]"
pregnancy complications,Infections specific to the perinatal period,657.0,"[657.0, 162.0, 525267.0, 18.639742454347367, 3.015482837929787, 115.2186954587103, 607.4805621302944]","[657.0, 162.0, 523108.0, 18.646421134138286, 3.017536594102462, 115.22280186797728, 609.4436644866629]"
pregnancy complications,Maternal complication of pregnancy affecting fetus or newborn,658.0,"[658.0, 724.0, 525142.0, 0.7002386587642758, 0.3191741289960118, 1.5362591597582735, 2.673425106154548]","[658.0, 724.0, 519712.0, 0.6975850009722834, 0.3180084012562537, 1.5302263451504683, 2.7107713931974255]"
pregnancy complications,Fetal distress and abnormal forces of labor,661.0,"[661.0, 653.0, 525189.0, 0.37308048791409, 0.1360773494525163, 1.0228671488842085, 18.063022976371002]","[661.0, 653.0, 443843.0, 0.3541535354939946, 0.1307643202636901, 0.9591662806029454, 24.299095410041947]"
pregnancy complications,Obstetrical/birth trauma,665.0,"[665.0, 164.0, 525265.0, 0.7519477123960701, 0.1015469367694106, 5.568118351631144, 1.281752599170302]","[665.0, 164.0, 444573.0, 0.7021465820636539, 0.0966194930300183, 5.102591694933652, 1.375974099123975]"
pregnancy complications,Complications of the administration of anesthetic or other sedation in labor and delivery,668.0,"[668.0, 56.0, 525284.0, 2.6267656765727137e-06, 1.4500704252242103e-11, 0.4758319182017412, 26.661237578746846]","[668.0, 56.0, 445514.0, 3.0716111461477182e-06, 1.7328752988490768e-11, 0.5444589717104978, 25.293234124109706]"
pregnancy complications,Complications of labor and delivery NEC,669.0,"[669.0, 704.0, 525199.0, 0.193211368263416, 0.0621078790958978, 0.6010611434433446, 221.03526930440728]","[669.0, 704.0, 445174.0, 0.1864871078182531, 0.0608681798040836, 0.5713566841386564, 304.4829270269194]"
pregnancy complications,Venous/cerebrovascular complications embolism in pregnancy and the puerperium,671.0,"[671.0, 52.0, 525282.0, 5.787755576106505, 0.1419362310643719, 236.0082014123628, 2.8296601946985405]","[671.0, 52.0, 441789.0, 5.176412469305239, 0.1306290820040765, 205.12466015448652, 2.6236041264517955]"
pregnancy complications,Other complications of the puerperium NEC,674.0,"[674.0, 763.0, 525191.0, 0.5069026035258503, 0.1883234239256404, 1.3644093979660343, 5.597375733564386]","[674.0, 763.0, 445667.0, 0.475904516655335, 0.1784232864559119, 1.2693696740582798, 7.248697705516101]"
respiratory,Acute upper respiratory infections of multiple or unspecified sites,465.0,"[465.0, 6623.0, 524202.0, 58.457368069779335, 45.28574179300524, 75.46003987889806, 2.5559970727903274e+213]","[465.0, 6623.0, 427149.0, 69.99498483136443, 54.12985004897573, 90.51009557776604, 3.10492947713966e+229]"
respiratory,Acute pharyngitis,465.2,"[465.2, 2654.0, 524768.0, 1.987229478158968, 1.3596868338980423, 2.904404823530188, 2565.1059115232924]","[465.2, 2654.0, 471754.0, 2.0706799231718422, 1.4171427786459394, 3.0256057532352525, 5928.432434966084]"
respiratory,Acute laryngitis and tracheitis,465.4,"[465.4, 139.0, 525269.0, 3.772014285790831, 0.5227998844957844, 27.21517772700433, 5.321104003843684]","[465.4, 139.0, 521242.0, 3.787704699687605, 0.5248749580338047, 27.333570924737405, 5.359158871878599]"
respiratory,Septal Deviations/Turbinate Hypertrophy,470.0,"[470.0, 1508.0, 525101.0, 5.051660973563659, 2.757815360259708, 9.253439863872158, 6393098.154442413]","[470.0, 1508.0, 505298.0, 5.074051835691535, 2.770454103171059, 9.293062101918885, 6959246.46147649]"
respiratory,Nasal polyps,471.0,"[471.0, 308.0, 525217.0, 2.5499162072218704, 0.9187917489288572, 7.076764317303671, 13.834731202499075]","[471.0, 308.0, 521159.0, 2.563375099104648, 0.9235890722811372, 7.1145188871502905, 14.142623445981076]"
respiratory,Chronic pharyngitis and nasopharyngitis,472.0,"[472.0, 823.0, 525146.0, 30.430666706830085, 15.251820454987364, 60.71573416138435, 3.040427046462554e+21]","[472.0, 823.0, 501163.0, 30.908556215116093, 15.486591714209473, 61.68812769994033, 4.4972213656660864e+21]"
respiratory,Diseases of the larynx and vocal cords,473.0,"[473.0, 2034.0, 525109.0, 4.8394404973788285, 2.596155467391553, 9.02110240385616, 1436790.5973566747]","[473.0, 2034.0, 513106.0, 4.916636718557103, 2.6369580809170565, 9.167122070388464, 1841264.9673033243]"
respiratory,Chronic laryngitis,473.1,"[473.1, 49.0, 525280.0, 1.7426630638250815, 0.0627977913966377, 48.359575814362415, 1.3454642821600986]","[473.1, 49.0, 521700.0, 1.745291681685319, 0.0628674848168977, 48.451804029246645, 1.3466281775238629]"
respiratory,Paralysis/spasm of vocal cords or larynx,473.3,"[473.3, 99.0, 525277.0, 2.369286347605541, 0.1580547117371046, 35.51629518193088, 1.8785311031735739]","[473.3, 99.0, 519884.0, 2.3907594729352386, 0.1594226432118886, 35.85269157677183, 1.8935340649658527]"
respiratory,Voice disturbance,473.4,"[473.4, 2895.0, 525084.0, 3.491039817598733, 1.9332248246213453, 6.304160205705455, 29560.591377517267]","[473.4, 2895.0, 512900.0, 3.534275233235196, 1.957108724255768, 6.382425906874286, 35321.14602855285]"
respiratory,Acute and chronic tonsillitis,474.0,"[474.0, 85.0, 525251.0, 0.0704805338394276, 0.0101705378841965, 0.4884211343442752, 138.06860111898882]","[474.0, 85.0, 524336.0, 0.0706118098903874, 0.0101886929930063, 0.4893687246655354, 137.24857225607192]"
respiratory,Chronic tonsillitis and adenoiditis,474.2,"[474.2, 692.0, 525190.0, 4.091015241420694, 1.7540100793579152, 9.541795627345005, 898.7915034519959]","[474.2, 692.0, 515662.0, 4.106460585678356, 1.7612740331187635, 9.574329845691164, 931.5163833296956]"
respiratory,Chronic sinusitis,475.0,"[475.0, 11209.0, 524447.0, 8.463604059154074, 6.387628974278744, 11.214269638793112, 2.0921355257402284e+49]","[475.0, 11209.0, 485070.0, 8.839614791382855, 6.66985871797742, 11.71520911671267, 1.667188896352144e+51]"
respiratory,Allergic rhinitis,476.0,"[476.0, 1530.0, 525060.0, 30.419329255375253, 17.64699943836649, 52.43586002134441, 1.0064433184261969e+34]","[476.0, 1530.0, 503625.0, 30.646470605457377, 17.78447985483044, 52.81043742845621, 1.534581403215034e+34]"
respiratory,Epistaxis or throat hemorrhage,477.0,"[477.0, 3568.0, 524883.0, 0.748412661751375, 0.4702683269680968, 1.1910679077219184, 4.513682421942695]","[477.0, 3568.0, 506957.0, 0.773897229799082, 0.4862499574131862, 1.231705860658347, 3.5754454714478845]"
respiratory,Throat pain,478.0,"[478.0, 1393.0, 525107.0, 26.013940387084435, 14.148464145926743, 47.83028655853136, 1.0077972320641864e+25]","[478.0, 1393.0, 510660.0, 26.420667032905047, 14.359792429210373, 48.611541559867845, 1.5082498694481938e+25]"
respiratory,Other upper respiratory disease,479.0,"[479.0, 4492.0, 524925.0, 7.898832638081834, 5.137010363728643, 12.145499546771516, 2.1111036346936548e+20]","[479.0, 4492.0, 475363.0, 8.6561618655136, 5.625244168564656, 13.320157489464298, 1.0257915071888695e+22]"
respiratory,Pneumonia,480.0,"[480.0, 21280.0, 523623.0, 16671.473630173354, 11647.23668356045, 23863.002062443054, ' < 2.225E-308']","[480.0, 21280.0, 454634.0, 23545.01236619485, 16426.333785400842, 33748.7119503788, ' < 2.225E-308']"
respiratory,Bacterial pneumonia,480.1,"[480.1, 5431.0, 524849.0, 94.98383222769333, 62.81469966149681, 143.62766093409687, 3.884573535735325e+102]","[480.1, 5431.0, 500909.0, 108.7541681466094, 71.83351921688576, 164.6511157771695, 1.1864122963579415e+108]"
respiratory,Pneumococcal pneumonia,480.11,"[480.11, 464.0, 525252.0, 2039.4474399267265, 286.50228777953413, 14517.670670135554, 36443820708284.65]","[480.11, 464.0, 517242.0, 2134.782318783604, 299.1344232725818, 15234.9418657121, 48079330146295.43]"
respiratory,Pseudomonal pneumonia,480.12,"[480.12, 1011.0, 525211.0, 3369.4787837571685, 825.8244879246885, 13747.942135647914, 9.762511343348794e+28]","[480.12, 1011.0, 521913.0, 3472.978855374388, 852.1837005628323, 14153.73483664545, 1.7610822979552e+29]"
respiratory,Viral pneumonia,480.2,"[480.2, 254.0, 525250.0, 728814494.013142, 6900677.921269443, 76973678926.01462, 1.0855112631047485e+17]","[480.2, 254.0, 517105.0, 733958897.429443, 7048708.287299541, 76424735023.6458, 1.3997731015938779e+17]"
respiratory,Pneumonia due to fungus (mycoses),480.3,"[480.3, 5647.0, 525079.0, 61.93724497854686, 34.4886338499241, 111.23149534497932, 4.660862808906081e+42]","[480.3, 5647.0, 480340.0, 78.64917067571655, 43.68215953261158, 141.606827917012, 1.6703337402756208e+47]"
respiratory,Bronchopneumonia and lung abscess,480.5,"[480.5, 304.0, 525243.0, 266.05989874287764, 64.7378105927606, 1093.4547997671436, 103058842182701.4]","[480.5, 304.0, 520278.0, 274.30989164445566, 66.72949255334342, 1127.6260881774513, 142468522292477.38]"
respiratory,Influenza,481.0,"[481.0, 1780.0, 525087.0, 10.80333201835605, 6.069778198899211, 19.22837686556708, 1682753488700710.8]","[481.0, 1780.0, 500543.0, 11.73399600058975, 6.58656718295672, 20.9041611991952, 1.5675989982790296e+16]"
respiratory,Acute bronchitis and bronchiolitis,483.0,"[483.0, 2175.0, 524960.0, 10.737755734634153, 6.854551316307522, 16.82085272924607, 2.803804534967988e+24]","[483.0, 2175.0, 487155.0, 11.692785773683072, 7.459102516841079, 18.32944899745748, 1.2330459267170203e+26]"
respiratory,Chronic airway obstruction,496.0,"[496.0, 11985.0, 523836.0, 128.6005284474236, 101.96700475996442, 162.19066114463328, ' < 2.225E-308']","[496.0, 11985.0, 484844.0, 151.62634748097858, 120.04508706060322, 191.51595299202853, ' < 2.225E-308']"
respiratory,Emphysema,496.1,"[496.1, 7289.0, 524532.0, 49.65215543691356, 36.63583864620393, 67.29302864715162, 1.3472984242488344e+139]","[496.1, 7289.0, 504109.0, 52.94246836015036, 39.05115906739923, 71.77520521805585, 2.5040575540732706e+143]"
respiratory,Chronic bronchitis,496.2,"[496.2, 3879.0, 525018.0, 142.0054935361917, 82.53376149735472, 244.3310450003385, 8.406081755030185e+70]","[496.2, 3879.0, 516860.0, 147.72969618465822, 85.8060817156587, 254.3416818300976, 7.517663222695436e+71]"
respiratory,Obstructive chronic bronchitis,496.21,"[496.21, 2098.0, 525007.0, 2208.609177867803, 1095.0302261717427, 4454.630003790272, 8.203039077250084e+101]","[496.21, 2098.0, 484206.0, 2768.050291453645, 1362.4592164821331, 5623.729740549697, 5.348356162368469e+105]"
respiratory,Bronchitis,497.0,"[497.0, 416.0, 525209.0, 30.193740598263783, 11.921806050474968, 76.47012268572527, 1512383037219.7476]","[497.0, 416.0, 495900.0, 33.06184789128127, 13.020472197375764, 83.95131677379011, 5360650655583.474]"
respiratory,Cystic fibrosis,499.0,"[499.0, 18854.0, 524443.0, 80.04144251857073, 59.60578681740123, 107.48339821567996, 8.42078896179222e+185]","[499.0, 18854.0, 516716.0, 82.06559054410883, 61.11241701670696, 110.20282751232324, 1.0470579612987632e+188]"
respiratory,Lung disease due to external agents,500.0,"[500.0, 362.0, 525249.0, 71.07609950158955, 17.875155824916824, 282.6163849893804, 708466116.0075933]","[500.0, 362.0, 504731.0, 77.86947155333766, 19.51938097857783, 310.64789434925297, 1455912040.185501]"
